url	type	title	desc
https://hamrahclinic.ir/team/%d8%af%da%a9%d8%aa%d8%b1-%d8%ba%d8%b2%d8%a7%d9%84%d9%87-%d8%ad%db%8c%d8%af%d8%b1%db%8c%d8%b1%d8%a7%d8%af/	team	دکتر غزاله حیدری‌راد | پزشک طب ایرانی و سبک زندگی	دکتر غزاله حیدری‌راد، پزشک MD.PhD طب ایرانی و عضو هیأت علمی دانشگاه علوم پزشکی شهید بهشتی، در بخش طب ایرانی همراه کلینیک تجریش. نظام پزشکی ۱۰۵۹۹۵.
https://hamrahclinic.ir/team/%d8%af%da%a9%d8%aa%d8%b1-%d8%b1%d8%b6%d8%a7-%d9%85%d9%82%d8%a8%d9%88%d9%84%db%8c/	team	دکتر رضا مقبولی | متخصص اورولوژی و جراحی کلیه	دکتر رضا مقبولی، متخصص جراحی کلیه، مجاری ادراری و تناسلی (اورولوژی) در کلینیک اورولوژی همراه، تجریش تهران. نظام پزشکی ۱۸۹۲۵۱. رزرو نوبت آنلاین.
https://hamrahclinic.ir/%d8%a7%d8%b2-%da%a9%d8%ac%d8%a7-%d8%a8%d9%81%d9%87%d9%85%db%8c%d9%85-%d8%b4%db%8c%d9%85%db%8c-%d8%af%d8%b1%d9%85%d8%a7%d9%86%db%8c-%d8%ac%d9%88%d8%a7%d8%a8-%d8%af%d8%a7%d8%af%d9%87/	post	از کجا بفهمیم شیمی‌درمانی جواب داده؟ علائم و روش‌های تشخیص	علائم پاسخ بدن به شیمی‌درمانی چیست؟ نقش آزمایش خون، سی‌تی‌اسکن، ام‌آر‌آی و تومورمارکرها در سنجش اثربخشی درمان، به زبان ساده از پزشکان همراه کلینیک.
https://hamrahclinic.ir/%d8%a7%db%8c%d8%a7-%da%af%d8%b1%d9%81%d8%aa%da%af%db%8c-%d8%b9%d8%b1%d9%88%d9%82-%d9%be%d8%a7-%d8%ae%d8%b7%d8%b1%d9%86%d8%a7%da%a9-%d8%a7%d8%b3%d8%aa/	post	آیا گرفتگی عروق پا خطرناک است؟ علائم و درمان	گرفتگی عروق پا (بیماری شریان محیطی) در صورت درمان‌نشدن به زخم مزمن و گنگرن می‌رسد. علائم هشدار، افراد در معرض خطر و روش‌های تشخیص و درمان تخصصی.
https://hamrahclinic.ir/%d8%a8%d9%87%d8%aa%d8%b1%db%8c%d9%86-%d8%b5%d8%a8%d8%ad%d8%a7%d9%86%d9%87-%d9%82%d8%a8%d9%84-%d8%a7%d8%b2-%d8%b4%db%8c%d9%85%db%8c-%d8%af%d8%b1%d9%85%d8%a7%d9%86%db%8c/	post	بهترین صبحانه قبل از شیمی درمانی | چه بخوریم؟	صبحانه‌ی روز شیمی‌درمانی باید سبک، زودهضم و مغذی باشد. فهرست خوراکی‌های مناسب و مواردی که باید پرهیز کنید، از متخصص تغذیه‌ی بالینی همراه کلینیک.
https://hamrahclinic.ir/%d8%aa%d8%b4%d8%ae%db%8c%d8%b5-%d8%a2%d8%b1%db%8c%d8%aa%d9%85%db%8c-%d9%82%d9%84%d8%a8%db%8c-%d8%af%d8%b1-%d8%ae%d8%a7%d9%86%d9%87/	post	تشخیص آریتمی قلبی در خانه | روش‌ها و محدودیت‌ها	آیا می‌توان آریتمی قلبی را در خانه تشخیص داد؟ روش کنترل نبض، دقت ساعت هوشمند و محدودیت‌های آن، و اینکه چه زمانی حتماً باید نوار قلب گرفته شود.
https://hamrahclinic.ir/%d8%aa%d9%82%d9%88%db%8c%d8%aa-%d8%b3%db%8c%d8%b3%d8%aa%d9%85-%d8%a7%db%8c%d9%85%d9%86%db%8c-%d8%a8%d8%af%d9%86-%d8%a8%d8%b9%d8%af-%d8%a7%d8%b2-%d8%b4%db%8c%d9%85%db%8c-%d8%af%d8%b1%d9%85%d8%a7%d9%86/	post	تقویت سیستم ایمنی بدن بعد از شیمی درمانی	چگونه پس از شیمی‌درمانی سیستم ایمنی را بازسازی کنیم؟ تغذیه، خواب، واکسیناسیون و نکات پیشگیری از عفونت، از متخصصان همراه کلینیک در تجریش تهران.
https://hamrahclinic.ir/%d8%ad%d9%85%d8%a7%db%8c%d8%aa-%d8%b1%d9%88%d8%a7%d9%86%db%8c-%d8%a7%d8%b2-%d8%a8%db%8c%d9%85%d8%a7%d8%b1%d8%a7%d9%86-%d8%af%d8%b1-%d8%b2%d9%85%d8%a7%d9%86-%d8%b4%db%8c%d9%85%db%8c%d8%af/	post	حمایت روانی از بیمار در دوران شیمی‌درمانی	بیمار تحت شیمی‌درمانی به همان اندازه‌ی دارو به حمایت روانی نیاز دارد. راهکارهای عملی برای بیمار و خانواده، از روان‌پزشک همراه کلینیک تجریش.
https://hamrahclinic.ir/%d8%b1%d8%a7%d9%87%d9%86%d9%85%d8%a7%db%8c-%d8%ac%d8%a7%d9%85%d8%b9-%d8%aa%d8%ba%d8%b0%db%8c%d9%87-%d8%af%d8%b1-%d8%b4%db%8c%d9%85%db%8c-%d8%af%d8%b1%d9%85%d8%a7%d9%86%db%8c/	post	تغذیه در دوران شیمی‌درمانی | توصیه‌ها و پرهیزها	چه بخوریم و از چه پرهیز کنیم در دوران شیمی‌درمانی؟ راهنمای کامل تغذیه برای کنترل تهوع، حفظ وزن و تقویت بدن، از متخصص تغذیه‌ی بالینی همراه کلینیک.
https://hamrahclinic.ir/%d8%b1%d9%88%d8%ba%d9%86-%d8%b3%db%8c%d8%a7%d9%87-%d8%af%d8%a7%d9%86%d9%87-%d8%a8%d8%b1%d8%a7%db%8c-%d9%88%d8%a7%d8%b1%db%8c%d8%b3-%d9%be%d8%a7/	post	روغن سیاه‌دانه برای واریس پا | فواید و روش مصرف	آیا روغن سیاه‌دانه واریس پا را درمان می‌کند؟ بررسی شواهد علمی، روش صحیح مصرف، نکات ایمنی و اینکه چه زمانی باید به متخصص قلب و عروق مراجعه کنید.
https://hamrahclinic.ir/%d8%b4%d8%a8-%d9%82%d8%a8%d9%84-%d8%a7%d8%b2-%d8%b4%db%8c%d9%85%db%8c-%d8%af%d8%b1%d9%85%d8%a7%d9%86%db%8c-%da%86%d9%87-%d8%a8%d8%ae%d9%88%d8%b1%db%8c%d9%85/	post	شب قبل از شیمی درمانی چه بخوریم؟	وعده‌ی شب پیش از شیمی‌درمانی روی حال شما در روز درمان اثر دارد. فهرست خوراکی‌های مناسب، مواردی که باید پرهیز کنید و نکات آب‌رسانی بدن.
https://hamrahclinic.ir/%d9%81%d8%b4%d8%a7%d8%b1-%d8%af%db%8c%d8%a7%d8%b3%d8%aa%d9%88%d9%84%db%8c%da%a9-%d9%be%d8%a7%db%8c%db%8c%d9%86-%d9%86%d8%b4%d8%a7%d9%86%d9%87-%da%86%db%8c%d8%b3%d8%aa/	post	فشار دیاستولیک پایین نشانه چیست؟ علل و درمان	فشار دیاستولیک پایین می‌تواند نشانه‌ی کم‌آبی، مشکل دریچه‌ی قلب، سوءتغذیه یا عارضه‌ی دارویی باشد. علائم هشدار و زمان مراجعه به متخصص قلب و عروق.
https://hamrahclinic.ir/%d9%82%d8%b1%d8%b5-%d9%86%db%8c%d8%aa%d8%b1%d9%88%da%af%d9%84%db%8c%d8%b3%db%8c%d8%b1%db%8c%d9%86-%da%86%d9%87-%d8%b2%d9%85%d8%a7%d9%86%db%8c-%d9%85%d8%b5%d8%b1%d9%81-%d8%b4%d9%88%d8%af/	post	قرص نیتروگلیسیرین چه زمانی مصرف شود؟	نیتروگلیسیرین را بلافاصله پس از شروع درد قفسه‌ی سینه یا ۵ دقیقه پیش از فعالیت سنگین مصرف کنید. روش صحیح، دوز مجاز و هشدارهای مهم دارویی.
https://hamrahclinic.ir/%d9%86%d9%82%d8%b4-%d8%a2%d9%86%d8%aa%db%8c%d8%a7%da%a9%d8%b3%db%8c%d8%af%d8%a7%d9%86%d9%87%d8%a7-%d8%af%d8%b1-%d9%be%db%8c%d8%b4%da%af%db%8c%d8%b1%db%8c-%d8%a7%d8%b2-%d8%b3%d8%b1/	post	نقش آنتی‌اکسیدان‌ها در پیشگیری از سرطان	آنتی‌اکسیدان‌ها چگونه از سلول‌ها محافظت می‌کنند؟ منابع غذایی، شواهد علمی درباره‌ی پیشگیری از سرطان و هشدار مهم درباره‌ی مکمل‌ها در دوره‌ی درمان.
https://hamrahclinic.ir/%d9%87%d8%b1-%d8%af%d9%88%d8%b1%d9%87-%d8%b4%db%8c%d9%85%db%8c-%d8%af%d8%b1%d9%85%d8%a7%d9%86%db%8c-%da%86%d9%86%d8%af-%d8%ac%d9%84%d8%b3%d9%87-%d8%a7%d8%b3%d8%aa/	post	تعداد جلسات شیمی‌درمانی و فاصله بین آن‌ها	هر دوره‌ی شیمی‌درمانی چند جلسه است و فاصله‌ی بین جلسات چقدر؟ عوامل تعیین‌کننده‌ی تعداد جلسات و آنچه در فاصله‌ی بین دو جلسه باید بدانید.
https://hamrahclinic.ir/%da%86%d8%b1%d8%a7-%d9%85%d8%ba%d8%b2-%d9%85%d8%a7-%d8%af%d8%b1-%d9%85%d9%88%d8%a7%d8%ac%d9%87%d9%87-%d8%a8%d8%a7-%d8%a7%d8%b3%d8%aa%d8%b1%d8%b3-%d8%a8%db%8c%d8%b4%d9%81%d8%b9%d8%a7%d9%84/	post	چرا مغز ما در مواجهه با استرس بیش‌فعال می‌شود؟	واکنش مغز به استرس چگونه کار می‌کند و چرا گاهی از کنترل خارج می‌شود؟ نقش آمیگدال و کورتیزول و راهکارهای عملی آرام‌سازی، از روان‌پزشک همراه کلینیک.
https://hamrahclinic.ir/10-%d9%86%d8%b4%d8%a7%d9%86%d9%87-%d9%be%d9%86%d9%87%d8%a7%d9%86-%d8%a8%db%8c%d9%85%d8%a7%d8%b1%db%8c-%d9%82%d9%84%d8%a8%db%8c-%da%a9%d9%87-%d9%86%d8%a8%d8%a7%db%8c%d8%af-%d9%86%d8%a7%d8%af/	post	۱۰ نشانه پنهان بیماری قلبی که نباید نادیده بگیرید	بسیاری از بیماری‌های قلبی پیش از سکته نشانه‌های خاموشی دارند؛ از خستگی غیرعادی تا تورم پا. ده علامتی که باید جدی بگیرید، از متخصص قلب همراه کلینیک.
https://hamrahclinic.ir/7-%d8%a7%d8%b4%d8%aa%d8%a8%d8%a7%d9%87-%d8%b1%d8%a7%db%8c%d8%ac-%d8%aa%d8%ba%d8%b0%db%8c%d9%87%d8%a7%db%8c-%da%a9%d9%87-%d9%85%d8%a7%d9%86%d8%b9-%da%a9%d8%a7%d9%87%d8%b4-%d9%88%d8%b2/	post	۷ اشتباه رایج تغذیه‌ای که مانع کاهش وزن می‌شود	چرا با وجود رژیم، وزن کم نمی‌کنید؟ هفت اشتباه رایج از حذف وعده تا مصرف پنهان قند، و راه اصلاح هرکدام، از متخصص تغذیه‌ی بالینی همراه کلینیک.
https://hamrahclinic.ir/service/%d9%82%d9%84%d8%a8-%d9%88-%d8%b9%d8%b1%d9%88%d9%82/	service	متخصص قلب و عروق در تجریش تهران | همراه کلینیک	بخش قلب و عروق همراه کلینیک با ۵ متخصص دارای بورد و فلوشیپ کاردیو آنکولوژی؛ اکوکاردیوگرافی، نوار قلب، هولتر و پایش قلب در دوره‌ی شیمی‌درمانی.
https://hamrahclinic.ir/service/%d8%a2%d9%86%da%a9%d9%88%d9%84%d9%88%da%98%db%8c/	service	کلینیک آنکولوژی تهران | تشخیص و درمان سرطان	بخش آنکولوژی همراه کلینیک در تجریش تهران؛ ارزیابی، تشخیص و درمان سرطان با تیم چندتخصصی (MDT) و همراهی متخصص قلب در تمام طول دوره‌ی درمان.
https://hamrahclinic.ir/service/%d8%b4%db%8c%d9%85%db%8c-%d8%af%d8%b1%d9%85%d8%a7%d9%86%db%8c/	service	بخش شیمی درمانی همراه کلینیک در تجریش تهران	شیمی‌درمانی سرپایی در محیطی آرام با پرستار اختصاصی، پایش عملکرد قلب پیش و حین درمان، و مشاوره‌ی تغذیه و روان در همان مرکز. تلفن ۰۲۱۹۱۳۰۳۱۳۲.
https://hamrahclinic.ir/service/%d9%87%d9%85%d8%a7%d8%aa%d9%88%d9%84%d9%88%da%98%db%8c/	service	کلینیک هماتولوژی تهران | درمان بیماری‌های خون	تشخیص و درمان کم‌خونی، اختلالات انعقادی و بدخیمی‌های خون در بخش هماتولوژی همراه کلینیک تجریش، زیر نظر فوق تخصص خون و انکولوژی با بورد تخصصی.
https://hamrahclinic.ir/service/%d8%b1%d9%88%d8%a7%d9%86-%d9%be%d8%b2%d8%b4%da%a9%db%8c/	service	روان‌پزشک در تجریش تهران | همراه کلینیک	بخش روان‌پزشکی همراه کلینیک؛ تشخیص و درمان اضطراب، افسردگی و اختلالات خواب، با تمرکز ویژه بر حمایت روانی بیماران تحت درمان سرطان و خانواده‌هایشان.
https://hamrahclinic.ir/service/%d8%b1%d9%88%d8%a7%d9%86-%d8%b4%d9%86%d8%a7%d8%b3%db%8c/	service	مشاوره روان‌شناسی در تجریش تهران | همراه کلینیک	خدمات روان‌شناسی همراه کلینیک؛ مدیریت استرس، بهبود روابط فردی و همراهی روانی در دوره‌ی درمان، با راهکارهای علمی و عملی از متخصصان مجرب.
https://hamrahclinic.ir/service/%d8%aa%d8%ba%d8%b0%db%8c%d9%87/	service	متخصص تغذیه و رژیم‌درمانی در تجریش تهران	بخش تغذیه همراه کلینیک؛ رژیم‌درمانی تخصصی، کنترل وزن و برنامه‌ی غذایی دوره‌ی شیمی‌درمانی، زیر نظر متخصص تغذیه‌ی بالینی دانشگاه علوم پزشکی تهران.
https://hamrahclinic.ir/service/%d8%b7%d8%a8-%d8%a7%db%8c%d8%b1%d8%a7%d9%86%db%8c/	service	طب ایرانی و اصلاح سبک زندگی | همراه کلینیک تهران	بخش طب ایرانی همراه کلینیک با هدف کاهش عوارض شیمی‌درمانی و رادیوتراپی و اصلاح سبک زندگی، زیر نظر عضو هیأت علمی دانشگاه علوم پزشکی شهید بهشتی.
https://hamrahclinic.ir/service/%da%a9%d9%84%db%8c%d9%86%db%8c%da%a9-%d9%88%d8%a7%d8%b1%db%8c%d8%b3/	service	کلینیک واریس تهران | درمان واریس پا در تجریش	تشخیص و درمان واریس و نارسایی وریدی اندام تحتانی در کلینیک واریس همراه، تجریش تهران. ارزیابی با سونوگرافی داپلر و درمان سرپایی کم‌تهاجمی، زیر نظر جراح عروق.
https://hamrahclinic.ir/service/%da%a9%d9%84%db%8c%d9%86%db%8c%da%a9-%d9%82%d9%84%d8%a8-%da%a9%d9%88%d8%af%da%a9%d8%a7%d9%86/	service	فوق تخصص قلب کودکان در تهران | همراه کلینیک	کلینیک قلب کودکان همراه در تجریش تهران؛ تشخیص و پیگیری بیماری‌های مادرزادی قلب نوزادان و کودکان، با اکوکاردیوگرافی کودکان و فوق تخصص قلب اطفال.
https://hamrahclinic.ir/service/%d8%a7%da%a9%d9%88%da%a9%d8%a7%d8%b1%d8%af%db%8c%d9%88%da%af%d8%b1%d8%a7%d9%81%db%8c-%d9%82%d9%84%d8%a8-%d8%ac%d9%86%db%8c%d9%86/	service	اکوکاردیوگرافی قلب جنین در تهران | همراه کلینیک	بررسی ساختار و عملکرد قلب جنین در دوران بارداری با اکوکاردیوگرافی؛ روشی دقیق و بی‌خطر برای تشخیص زودهنگام ناهنجاری‌های قلبی. تجریش تهران.
https://hamrahclinic.ir/service/%d9%84%db%8c%d8%b3%d8%aa-%d8%ae%d8%af%d9%85%d8%a7%d8%aa-%da%a9%d9%84%db%8c%d9%86%db%8c%da%a9-%d9%87%d9%85%d8%b1%d8%a7%d9%87/	service	لیست کامل خدمات همراه کلینیک | ۴۶ خدمت درمانی	فهرست کامل خدمات درمانی همراه کلینیک تجریش در ۹ بخش تخصصی؛ از قلب و آنکولوژی تا کلینیک زخم، غدد، عفونی، تغذیه و روان. مشاهده‌ی جزئیات هر خدمت.
https://hamrahclinic.ir/service/adrenal/	service	درمان اختلالات غده فوق کلیه (آدرنال)	تشخیص و درمان اختلالات غده فوق کلیه شامل سندرم کوشینگ، آدیسون، هیپرآلدوسترونیسم و فئوکروموسیتوما در کلینیک غدد همراه تهران.
https://hamrahclinic.ir/service/arterial-ulcer/	service	درمان زخم شریانی | کلینیک زخم همراه تهران	زخم شریانی (Arterial Ulcer) ناشی از کاهش جریان خون شریانی به اندام‌های انتهایی است و معمولاً در انگشتان پا، پاشنه و نواحی فشاری ظاهر می‌شود. این زخم‌ها بسیار
https://hamrahclinic.ir/service/brucellosis/	service	درمان تب مالت (بروسلوز) | کلینیک عفونی تهران	تب مالت (بروسلوز) یکی از شایع‌ترین عفونت‌های مشترک بین انسان و حیوان (زئونوز) در ایران است. مصرف لبنیات غیرپاستوریزه و کار با دام، اصلی‌ترین راه ابتلا است.
https://hamrahclinic.ir/service/burn-wound/	service	درمان زخم سوختگی | کلینیک زخم همراه تهران	زخم سوختگی یکی از پیچیده‌ترین انواع زخم است که نیاز به مراقبت تخصصی برای کاهش عوارض، اسکار و عفونت دارد. کلینیک زخم همراه با پروتکل‌های مدرن، درمان سوختگی‌های
https://hamrahclinic.ir/service/chronic-wound/	service	درمان زخم مزمن غیرملتئم | کلینیک زخم همراه تهران	زخم مزمن (Chronic Wound) هر زخمی است که در عرض ۶ هفته با درمان‌های متداول بهبود نیافته باشد. این زخم‌ها معمولاً علامت یک بیماری زمینه‌ای هستند و نیازمند
https://hamrahclinic.ir/service/diabetes/	service	درمان دیابت	درمان تخصصی دیابت نوع ۱، نوع ۲، بارداری و پیش‌دیابت در کلینیک غدد همراه تهران با پایش HbA1c، مشاوره تغذیه و درمان‌های به‌روز.
https://hamrahclinic.ir/service/diabetic-foot/	service	درمان زخم پای دیابتی | کلینیک زخم همراه تهران	زخم پای دیابتی شایع‌ترین عارضه‌ی مزمن دیابت است که در ۱۵ تا ۲۵ درصد بیماران دیابتی در طول عمرشان رخ می‌دهد. این زخم اگر به‌موقع و توسط تیم تخصصی درمان نشود،
https://hamrahclinic.ir/service/endocrine-clinic/	service	کلینیک غدد و متابولیسم در تهران [نوبت دهی آنلاین✅]	تشخیص و درمان تخصصی دیابت، اختلالات تیروئید، چاقی، مشکلات هورمونی و متابولیک توسط پزشکان مجرب با امکان رزرو اینترنتی نوبت.
https://hamrahclinic.ir/service/fever-unknown-origin/	service	بررسی تب با علت نامشخص (FUO) | کلینیک عفونی تهران	تب با علت نامشخص (FUO) به تب بیش از ۳۸.۳ که حداقل ۳ هفته طول کشیده و پس از بررسی‌های اولیه علت آن مشخص نشده، گفته می‌شود. کلینیک عفونی همراه با رویکرد
https://hamrahclinic.ir/service/fungal-infection/	service	درمان عفونت‌های قارچی | کلینیک عفونی تهران	عفونت‌های قارچی از موارد سطحی پوست تا عفونت‌های مهاجم تهدیدکننده‌ی جان متفاوت‌اند. کلینیک عفونی همراه با هم‌کاری بخش انکولوژی و بیماری‌های مزمن، عفونت‌های
https://hamrahclinic.ir/service/gi-infection/	service	درمان عفونت‌های گوارشی | کلینیک عفونی تهران	عفونت‌های گوارشی از علل اصلی اسهال حاد و مزمن هستند. کلینیک عفونی همراه با تشخیص دقیق پاتوژن (باکتری، انگل، ویروس) و درمان هدفمند، از تجویز کور آنتی‌بیوتیک
https://hamrahclinic.ir/service/growth-puberty/	service	درمان اختلالات رشد و بلوغ کودکان در کلینیک غدد همراه تهران	تشخیص و درمان اختلالات رشد و بلوغ کودکان شامل کوتاهی قد، کمبود هورمون رشد و بلوغ زودرس در کلینیک غدد همراه تهران، با بررسی سن استخوانی و پیگیری دوره‌ای.
https://hamrahclinic.ir/service/infected-wound/	service	درمان زخم عفونی | کلینیک زخم همراه تهران	زخم عفونی هر زخمی است که علائم آلودگی میکروبی نشان می‌دهد. عفونت می‌تواند هر زخمی را که در حال بهبود است متوقف کرده و در موارد شدید جان بیمار را تهدید کند.
https://hamrahclinic.ir/service/infectious-clinic/	service	بهترین کلینیک تخصصی عفونی در تهران	کلینیک تخصصی عفونی در شهر تهران با پزشکان مجرب، تشخیص دقیق و درمان بیماری‌های عفونی، تب، هپاتیت و عفونت‌های ویروسی و باکتریایی با امکان رزرو نوبت بصورت آنلاین
